site_id,customer_group_name,site_name,site_address,city,state,zip,longitude,latitude,pump_certified,branded,brand,updated_at
3139,CIRCLE_K,Circle K #2741740,2146 N Josey Ln,Carrolton,TX,nan,-96.88921,32.97387,0,null,null,2026-05-26 19:14:34.295015+00
17,CARTER,Chevron Food Mart,1900 E Park Row,Arlington,TX,76010,-97.08007,32.72077,0,null,null,2026-05-26 19:14:30.642483+00
18,CARTER,One Stop Food  Beverage,10560 New Church Rd,Dallas,TX,75201,-96.70262,32.88519,0,null,null,2026-05-26 19:14:30.642483+00
19,CARTER,DRIVERS TRAVEL MART,3101 NORTH FREEWAY,FORT WORTH,TX,75207,-97.32197,32.79992,0,null,null,2026-05-26 19:14:30.642483+00
20,CIRCLE_K,Circle K #2742802,12626 El Dorado Pkwy,Frisco,TX,nan,-96.76865,33.17496,0,null,null,2026-05-26 19:14:30.642483+00
21,CIRCLE_K,Circle K #2741194,27575 Highway 380 E,Aubrey,TX,nan,-96.89836,33.21967,0,null,null,2026-05-26 19:14:30.642483+00
22,CIRCLE_K,Circle K #2741568,3272 Parkwood Blvd,Frisco,TX,nan,-96.81631,33.1065,0,null,null,2026-05-26 19:14:30.642483+00
41,BRAD_HALL,Delta Fuel - WT,6600 W Highway 80,Midland,TX,79706,-102.15948,31.95347,0,null,null,2026-05-26 19:14:30.642483+00
45,BRAD_HALL,Sheppard Express,111 Ave D Bldg 1105,Wichita Falls,TX,76311,-98.51255,33.96755,0,null,null,2026-05-26 19:14:30.642483+00
46,BRAD_HALL,Arnold Oil Co - WT,5812 N FM 1788,Midland,TX,nan,-102.2676,32.01925,0,null,null,2026-05-26 19:14:30.642483+00
47,BRAD_HALL,Cactus Fuel - WT,7316 S County Rd 1270,Midland,TX,79706,-102.18501,31.87131,0,null,null,2026-05-26 19:14:30.642483+00
48,BRAD_HALL,Big D Travel Center,300 N Loop 12,Irving,TX,75061,-96.92016,32.81677,0,null,null,2026-05-26 19:14:30.642483+00
49,BRAD_HALL,Fuelco - WT,9701 West County Rd 154,Midland,TX,79706,-102.19096,31.87601,0,null,null,2026-05-26 19:14:30.642483+00
50,BRAD_HALL,Rolfston Midland Yard - WT,3414 North Country Road,Midland,TX,79706,-101.95336,32.06393,0,null,null,2026-05-26 19:14:30.642483+00
51,BRAD_HALL,Lisa's Chicken #2,2501 Hemphill St,Fort Worth,TX,76110,-97.33123,32.71526,0,null,null,2026-05-26 19:14:30.642483+00
52,BRAD_HALL,Lisa's Chicken #1,2315 NW 24th St,Fort Worth,TX,76164,-97.37524,32.79096,0,null,null,2026-05-26 19:14:30.642483+00
53,BRAD_HALL,Lucky Texan #4,4290 S Beltline Rd,Balch Springs,TX,75180,-96.5872,32.70554,0,null,null,2026-05-26 19:14:30.642483+00
54,BRAD_HALL,Lucky Texan #6,180 Murdock Rd,Dallas,TX,75217,-96.68213,32.71151,0,null,null,2026-05-26 19:14:30.642483+00
55,BRAD_HALL,Blue Streak Transportation - W,7600 E Interstate 20,Midland,TX,79706,-102.17349,31.9349,0,null,null,2026-05-26 19:14:30.642483+00
56,BRAD_HALL,Rolfston Midland,3414 N CR 1130,Midland,TX,79705,-101.9911,32.04693,0,null,null,2026-05-26 19:14:30.642483+00
57,BRAD_HALL,Truck  Travel Weatherford,1118 W Park Ave,Weatherford,TX,76086,-97.81986,32.73048,0,null,null,2026-05-26 19:14:30.642483+00
58,BRAD_HALL,Fox Fuels,4290 s beltline rd,balch springs,TX,75180,-96.5872,32.70554,0,null,null,2026-05-26 19:14:30.642483+00
59,BRAD_HALL,Steagall Oil,3000 N Sylvania Ave,Fort Worth,TX,76111,-97.3074,32.79787,0,null,null,2026-05-26 19:14:30.642483+00
60,BRAD_HALL,Quick Stop Ledbetter,3525 W Ledbetter Dr #A,Dallas,TX,75233,-96.87919,32.69181,0,null,null,2026-05-26 19:14:30.642483+00
61,BRAD_HALL,Star One,2004 FM 917,Joshua,TX,76058,-97.35209,32.45713,0,null,null,2026-05-26 19:14:30.642483+00
62,BRAD_HALL,Cowpokes,2112 Conrad Hilton Blvd,Cisco,TX,76437,-98.97168,32.37551,0,null,null,2026-05-26 19:14:30.642483+00
63,BRAD_HALL,Funky Town,4800 Wichita St,Fort Worth,TX,76119,-97.28113,32.69258,0,null,null,2026-05-26 19:14:30.642483+00
64,BRAD_HALL,Z Mini Mart,4001 Sycamore School Rd,Fort Worth,TX,76133,-97.38043,32.63467,0,null,null,2026-05-26 19:14:30.642483+00
65,BRAD_HALL,Buttermans Grill,1060 FM603,Clyde,TX,79510,-99.56138,32.41015,0,null,null,2026-05-26 19:14:30.642483+00
66,BRAD_HALL,MJO Petro,3100 Las Vegas Trail,FT Worth,TX,76116,-97.46744,32.72837,0,null,null,2026-05-26 19:14:30.642483+00
1043,PETROLEUM_TRADERS,Fedex Freight Inc,1301 Sun Valley Rd,Robinson,TX,76706,-97.16606,31.45253,0,null,null,2026-05-26 19:14:31.899791+00
67,BRAD_HALL,FOX FUELS #4,4290 S Beltline Rd,Balch springs,TX,75180,-96.5872,32.70554,0,null,null,2026-05-26 19:14:30.642483+00
68,BRAD_HALL,FOX FUELS #6,180 Murdock Rd,Dallas,TX,75217,-96.68213,32.71151,0,null,null,2026-05-26 19:14:30.642483+00
69,BRAD_HALL,Fox Fuels #2,3603 MARVIN D LOVE FWY,DALLAS,TX,75224,-96.83938,32.69996,0,null,null,2026-05-26 19:14:30.642483+00
70,BRAD_HALL,Fox Fuels #7,8620 LAKE JUNE ROAD,DALLAS,TX,75217,-96.67239,32.7339,0,null,null,2026-05-26 19:14:30.642483+00
71,BRAD_HALL,Tiger Mart,508 W Henderson St,Cleburne,TX,76033,-97.39268,32.34662,0,null,null,2026-05-26 19:14:30.642483+00
72,BRAD_HALL,Fox Fuesl # 8,5001 S Buckner Blvd,Dallas,TX,75227,-96.68478,32.78528,0,null,null,2026-05-26 19:14:30.642483+00
73,BRAD_HALL,Estes Express(Pump Required),5201 Lone Star Blvd,Forth Worth,TX,76106,-97.34038,32.83771,0,null,null,2026-05-26 19:14:30.642483+00
74,BRAD_HALL,Post Oak Bend Grocery,3688 FM 987,Kaufman,TX,75142,-96.32025,32.62629,0,null,null,2026-05-26 19:14:30.642483+00
75,BRAD_HALL,Tiger Mart #8,1102 E. Henderson St,Cleburne,TX,76031,-97.37186,32.3516,0,null,null,2026-05-26 19:14:30.642483+00
76,BRAD_HALL,Mary's Service Center,2400 Rock Island,Irving,TX,75060,-96.97683,32.81498,0,null,null,2026-05-26 19:14:30.642483+00
77,Campbell_Oil,Mario Sinacola  Sons,10950 Research Rd,Frisco,TX,75033,-96.82879,33.16942,0,null,null,2026-05-26 19:14:30.642483+00
78,Campbell_Oil,Mario Sinacola  Sons,9936 Sam Reynolds Rd,Justin,TX,nan,-97.30412,33.05437,0,null,null,2026-05-26 19:14:30.642483+00
79,CARTER,SHILOH MART,3501 E. PARK BLVD,PLANO,TX,75023,-96.66541,33.03127,0,null,null,2026-05-26 19:14:30.642483+00
80,CARTER,Kwik Mart,9540 Lake June,Dallas,TX,75201,-96.6573,32.73377,0,null,null,2026-05-26 19:14:30.642483+00
81,CARTER,Kwik Mart DS,10201 CF Hawn Freeway,Dalls,TX,75201,-96.64822,32.70057,0,null,null,2026-05-26 19:14:30.642483+00
82,CARTER,Hebron Mart,1009 W Hebron Parkway,Carrollton,TX,75006,-96.91674,33.02019,0,null,null,2026-05-26 19:14:30.642483+00
83,CARTER,Hill Town Beverage #3,867 N Duncanville Rd,Duncanville,TX,75116,-96.90874,32.66409,0,null,null,2026-05-26 19:14:30.642483+00
84,CARTER,Dixie Gas Station,4191 Belt Line Rd,Addison,TX,75001,-96.83931,32.95474,0,null,null,2026-05-26 19:14:30.642483+00
85,CARTER,Corner Store,2434 Beltline Rd,Garland,TX,75040,-96.66477,32.94434,0,null,null,2026-05-26 19:14:30.642483+00
86,CARTER,Checkerd Flag - Arlington,2809 NW Green Oaks,Arlington,TX,76003,-97.17374,32.65757,0,null,null,2026-05-26 19:14:30.642483+00
87,CARTER,Lakeside Beverage,5815 W Arkansas Ln,Arlington,TX,76003,-97.19549,32.70845,0,null,null,2026-05-26 19:14:30.642483+00
88,CARTER,287 Exxon,1201 Martin Luther King Freewa,Ft Worth,TX,76101,-97.29752,32.73188,0,null,null,2026-05-26 19:14:30.642483+00
103,CARTER,Keller Food  Beverage,7100 Rufe Snow Dr,North Richland Hills,TX,76118,-97.23751,32.87547,0,null,null,2026-05-26 19:14:30.642483+00
104,CARTER,Shell of Plano,8601 Ohio Dr,Plano,TX,75023,-96.79719,33.09475,0,null,null,2026-05-26 19:14:30.642483+00
137,CIRCLE_K,Circle K #2742073,4150 Bryant Irving RD,Ft Worth,TX,76109,-97.4123,32.69509,0,null,null,2026-05-26 19:14:30.642483+00
139,CIRCLE_K,Circle K #2742412,1101 N Saginaw Blvd,Saginaw,TX,nan,-97.37921,32.87733,0,null,null,2026-05-26 19:14:30.642483+00
162,DELEK,Dearl's Grocery,9223 Elam Road,Dallas,TX,75217,-96.66172,32.72034,0,null,null,2026-05-26 19:14:30.642483+00
89,CARTER,Lamar Food  Fuel,763 W Lamar BLVD,Arlington,TX,76003,-97.11555,32.76081,0,null,null,2026-05-26 19:14:30.642483+00
1044,PETROLEUM_TRADERS,ARNOLD OIL COMPANY FUELS  LLC,5812 N FM 1788,Midland,TX,79707,-102.2676,32.01925,0,null,null,2026-05-26 19:14:31.899791+00
90,CARTER,Fat Cat Express,4821 S Freeway,Ft Worth,TX,76101,-97.31974,32.67683,0,null,null,2026-05-26 19:14:30.642483+00
91,CARTER,Highway 66 Shell,5311 Boyd Street,Rowlett,TX,75030,-96.56984,32.90522,0,null,null,2026-05-26 19:14:30.642483+00
92,CARTER,One Stop Food Mart,12909 Jupiter Rd,Dalls,TX,75201,-96.68346,32.87193,0,null,null,2026-05-26 19:14:30.642483+00
105,CARTER,Westchester Exxon,4155 S Carrier Pkwy,Grand Prairie,TX,75050,-97.00569,32.67201,0,null,null,2026-05-26 19:14:30.642483+00
180,GPM EMPIRE,A  M 42 (Park In Bev),5014 TEXOMA PARKWAY,DENISON,TX,75020,-96.57216,33.70149,0,null,null,2026-05-26 19:14:30.642483+00
206,GPM EMPIRE,LUCKHANEY ENTERPRISES,100 FORREST HILL,EVERMAN,TX,76104,-97.26983,32.63117,0,null,null,2026-05-26 19:14:30.642483+00
214,GPM EMPIRE,24-7 Convenience Big Zain,8008 S POLK ST,Dallas,TX,75228,-96.83974,32.6495,0,null,null,2026-05-26 19:14:30.642483+00
226,GPM EMPIRE,Seminary - Samay Piya,300 E SEMINARY DR,Fort Worth,TX,76115,-97.32305,32.68404,0,null,null,2026-05-26 19:14:30.642483+00
266,GPM EMPIRE INVENTORY,3584 CST Dallas,4100 14th Street,Plano,TX,75074,-96.65393,33.01347,0,null,null,2026-05-26 19:14:30.642483+00
269,GPM EMPIRE INVENTORY,QW 7504,2001 N CENTRAL EXPRESSWAY,RICHARDSON,TX,75080,-96.71663,32.97589,0,null,null,2026-05-26 19:14:30.642483+00
270,GPM EMPIRE,WHITE SETTLEMENT SHELL,9251 WHITE SETTLEMENT ROAD,FT. WORTH,TX,76108,-97.47494,32.76024,0,null,null,2026-05-26 19:14:30.642483+00
271,GPM EMPIRE,Grab N Go Lewisville,1890 S Old Orchard Lane,Lewisville,TX,75067,-97.02854,33.02117,0,null,null,2026-05-26 19:14:30.642483+00
272,GPM EMPIRE,SPEEDYS MART(Woojooda Inc.(Sh,null,GRAND PRAIRIE,TX,75051,-97.00794,32.73771,0,null,null,2026-05-26 19:14:30.642483+00
274,GPM EMPIRE,RM FOODS,501 W RANDOL MILL RD,ARLINGTON,TX,76011,-97.11174,32.7504,0,null,null,2026-05-26 19:14:30.642483+00
275,GPM EMPIRE INVENTORY,COLONIAL USA 45,1420 S AUSTIN,DENISON,TX,75020,-96.53721,33.7413,0,null,null,2026-05-26 19:14:30.642483+00
276,GPM EMPIRE INVENTORY,COLONIAL USA 41,2007 W TAYLOR ST,SHERMAN,TX,75092,-96.64148,33.65156,0,null,null,2026-05-26 19:14:30.642483+00
277,GPM EMPIRE INVENTORY,COLONIAL USA 50,401 E MAIN STREET,DENISON,TX,75021,-96.53024,33.75541,0,null,null,2026-05-26 19:14:30.642483+00
279,GPM EMPIRE INVENTORY,COLONIAL USA 47,100 N Collins,Howe,TX,75459,-96.61879,33.50712,0,null,null,2026-05-26 19:14:30.642483+00
280,GPM EMPIRE,Rehmani Store Valero,03,Seven Points,TX,75143,37.53785,55.61233,0,null,null,2026-05-26 19:14:30.642483+00
281,GPM EMPIRE,Lombardy Exxon,9702 Brockbank,Dallas,TX,75220,-96.87507,32.86666,0,null,null,2026-05-26 19:14:30.642483+00
282,GPM EMPIRE,KWIK MART  2,1100 N MAIN,EULESS,TX,76039,-97.08233,32.85223,0,null,null,2026-05-26 19:14:30.642483+00
283,GPM EMPIRE,Speedy Mart #7609,601 N Beaton St,Corsicana,TX,75110,-96.46653,32.09835,0,null,null,2026-05-26 19:14:30.642483+00
284,GPM EMPIRE,DAVIDS MAYPEARL (Valero),109 N MAIN,MAYPERL,TX,76064,-97.01296,32.30817,0,null,null,2026-05-26 19:14:30.642483+00
303,GPM EMPIRE,ONE STOP FOOD STORE-HASSAN,101 E Corporate Drive,Lewisville,TX,nan,-96.99208,33.01269,0,null,null,2026-05-26 19:14:30.642483+00
308,GPM EMPIRE,TERRELL MINI MART,1280 FM 148,TERRELL,TX,75160,-96.32268,32.71879,0,null,null,2026-05-26 19:14:30.642483+00
309,GPM EMPIRE,PS Food Store Inc. 2,507 US-287 BUS,Midlothian,TX,76065,-96.98825,32.48091,0,null,null,2026-05-26 19:14:30.642483+00
2369,KAG_Ryder,Ryder 273 - IO Site PUMP REQ,200 Cotton Dr,Waco,TX,nan,-97.18927,31.50985,0,null,null,2026-05-26 19:14:33.515396+00
3357,,Sat Driver,Equipment Availability,Ft. Worth,TX,,-97.3327459,32.753177,0,null,null,2026-05-15 15:01:48.408874+00
42,BRAD_HALL,Hampel Oil - WT,1550 W 26th St,Monahans,TX,79756,-102.91364,31.56234,0,null,null,2026-05-26 19:14:30.642483+00
3340,Antler Energy,Texas Pride,3803 S Alfadale Rd,El Reno,OK,73036,-97.91914,35.49648,0,null,null,2026-05-26 19:14:34.596679+00
1047,PETROLEUM_TRADERS,Nogales Produce,8220 Forney RD,Dallas,TX,75227,-96.67846,32.77723,0,null,null,2026-05-26 19:14:31.899791+00
1048,PETROLEUM_TRADERS,Mansfield ISD,1910 N Main Street,Mansfield,TX,76063,-97.16216,32.59139,0,null,null,2026-05-26 19:14:31.899791+00
1049,PETROLEUM_TRADERS,Mansfield ISD,900 S 6th Avenue,Mansfield,TX,76063,-97.15239,32.54735,0,null,null,2026-05-26 19:14:31.899791+00
1051,PETROLEUM_TRADERS,YRC Freightt,200 N Beltline Rd,Irving,TX,75061,-96.99161,32.81764,0,null,null,2026-05-26 19:14:31.899791+00
1837,Eason Petroleum,Rlt Chevron,7107 S Rl Thornton,Dallas,TX,nan,-96.82381,32.66191,0,null,null,2026-05-26 19:14:32.573469+00
2427,Benchmark,Wm Distribution Center #455,940 E Pleasant Run Rd,Lancaster,TX,nan,-96.73905,32.60368,0,null,null,2026-05-26 19:14:33.515396+00
2452,Poet,Southlake Nustar,1700 Mustang Ct,Southlake,TX,nan,-97.12203,32.91867,0,null,null,2026-05-26 19:14:33.515396+00
2544,Benchmark,Sam'S Club #4795,1701 W State Hwy 114,Grapevine,TX,nan,-97.09671,32.93326,0,null,null,2026-05-26 19:14:33.515396+00
2953,Kroger,Kroger 383,2303 Boonville,Bryan,TX,77808,-96.33622,30.67396,0,null,null,2026-05-26 19:14:34.295015+00
3243,KAG_SEI,71458 Illinois Shopping Center,4323 W. Illinois Avenue,Dallas,TX,75211,-96.89109,32.72084,0,null,null,2026-05-26 19:14:34.295015+00
3244,KAG_SEI,81241 University Food Mart,414 University DR,Fort Worth,TX,76107,-97.3615,32.75424,0,null,null,2026-05-26 19:14:34.295015+00
3341,Benchmark,Walmart # 8134,7700 Rogers Ave,Fort Smith,AR,72903,-94.3481,35.34892,0,null,null,2026-05-26 19:14:34.596679+00
3342,Benchmark,Walmart #58,2409 E Main St,Russellville,AR,72801,-93.15596,35.28455,0,null,null,2026-05-26 19:14:34.596679+00
3343,KAG_SEI,7-11 81886,2424 Wilbarger St,Vernon,TX,76384,-99.29191,34.15313,0,null,null,2026-05-26 19:14:34.596679+00
3344,QUEST,Pik N Go,8015 Glenview Dr,North Richland Hills,TX,76180,-97.2078,32.82409,0,null,null,2026-05-26 19:14:34.596679+00
3345,Benchmark,Site 4579,8600 Us Hwy 71 S,Fort Smith,AR,72908,-94.39459,35.30356,0,null,null,2026-05-26 19:14:34.596679+00
93,CARTER,Korner Food Mart,2501 N Main STreet,Euless,TX,76039,-97.08348,32.8725,0,null,null,2026-05-26 19:14:30.642483+00
94,CARTER,KNIGHT TRANSPORTATION,732 E. WINTERGREEN,HUTCHINS,TX,75141,-96.69521,32.63117,0,null,null,2026-05-26 19:14:30.642483+00
95,CARTER,Tyler Fuel Plaza,3512 South Main,Tyler,TX,75701,-95.41196,29.67103,0,null,null,2026-05-26 19:14:30.642483+00
96,CARTER,Checkered Flag - Springtown,622 N. Main St,Springtown,TX,76082,-97.68499,32.97372,0,null,null,2026-05-26 19:14:30.642483+00
97,CARTER,Value Groceries,1225 N. Highway 377,Pilot Point,TX,76258,-96.93417,33.42666,0,null,null,2026-05-26 19:14:30.642483+00
635,GLOBAL,Frankford Gas & More,3055 Old Denton Rd,Carrollton,TX,nan,-96.91026,32.9984,0,null,null,2026-05-26 19:14:31.311363+00
636,GLOBAL,Sewell Lexus - Ft Worth,5100 Bryant Irvin Rd,Fort Worth,TX,76132,-97.41854,32.67576,0,null,null,2026-05-26 19:14:31.311363+00
727,KAG_SEI,River Run Valero - SEI FUELS,100 N Hwy 174,Rio Vista,TX,nan,-97.37866,32.23326,0,null,null,2026-05-26 19:14:31.311363+00
728,Petroleum Distribution,Quick Stop,1336 N Galloway,Mesquite,TX,nan,-96.60049,32.78262,0,null,null,2026-05-26 19:14:31.311363+00
730,KAG_SEI,Stop  Shop Grocery - SEI FUELS,5037 Wilbarger st,Ft Worth,TX,nan,-97.24649,32.69915,0,null,null,2026-05-26 19:14:31.311363+00
731,KAG_SEI,Mayfield Chevron - SEI FUELS,3394 South Watson Rd,Arlington,TX,nan,-97.06373,32.69206,0,null,null,2026-05-26 19:14:31.311363+00
3245,KAG_SEI,71194 Scooters Superstore 7-11 7119401,2150 E Hwy 114,Southlake,TX,76092,-97.11737,32.94486,0,null,null,2026-05-26 19:14:34.295015+00
98,CARTER,BF Sons Mgmt - Ennis,4942 I-45 N,Ennis,TX,75119,-96.64426,32.37452,0,null,null,2026-05-26 19:14:30.642483+00
3339,Antler Energy,Flint Energy,11800 S Meridian Ave,Oklahoma City,TX,nan,-97.60018,35.34995,0,null,null,2026-05-26 19:14:34.596679+00
99,CARTER,Buckner Quick Shop,4710 S Buckner,Dallas,TX,75201,-96.68249,32.77834,0,null,null,2026-05-26 19:14:30.642483+00
732,KAG_SEI,Fitzhugh Chevron- 59517-KAG_SEI-KAG_SEI,4151 N Central Expressway,Dallas,TX,nan,-96.79068,32.81544,0,null,null,2026-05-26 19:14:31.311363+00
3346,Benchmark,Walmart #5738,2293 Butterfield Coach Rd,Springdale,AR,72764,-94.0936,36.16376,0,null,null,2026-05-26 19:14:34.596679+00
1045,PETROLEUM_TRADERS,Airgas USA,311 Commerce Blvd,Cleburne,TX,76033,-97.39372,32.39188,0,null,null,2026-05-26 19:14:31.899791+00
1046,PETROLEUM_TRADERS,Gator Freightways,2831 South Walton Walker Blvd,Dallas,TX,75211,-96.91269,32.712,0,null,null,2026-05-26 19:14:31.899791+00
100,CARTER,Zipco - Wichita St,5130 Wichita Street,Ft Worth,TX,76101,-97.28066,32.68524,0,null,null,2026-05-26 19:14:30.642483+00
101,CARTER,6 Pack Express - Linkin,1901 East Park Row,Arlington,TX,76003,-97.08,32.72113,0,null,null,2026-05-26 19:14:30.642483+00
102,CARTER,Dairy Mart #1,3622 W Jefferson,Dalls,TX,75201,-96.79512,32.77822,0,null,null,2026-05-26 19:14:30.642483+00
106,CARTER,Arhamna Food Mart,3701 Esters,Irving,TX,75014,-97.00855,32.8576,0,null,null,2026-05-26 19:14:30.642483+00
107,CARTER,7-11 STORE #39412,440 South Buckner,DALLAS,TX,75201,-96.6825,32.71915,0,null,null,2026-05-26 19:14:30.642483+00
3361,,Nnp Trading Inc,5400 Brentwood Stair,Fort Worth,TX,,-97.2382886,32.75998946,0,null,null,2026-05-15 15:01:33.860979+00
108,CARTER,Hampton Food Stop,2410 S. Hampton Road,Dallas,TX,75201,-96.85666,32.72186,0,null,null,2026-05-26 19:14:30.642483+00
2921,Protec,Kroger 584 Mansfield,3011 Matlock Road,Mansfield,TX,76063,-97.11675,32.6077,0,null,null,2026-05-26 19:14:34.295015+00
109,CARTER,GRAB  GO,2031 North Galloway,MESQUITE,TX,75149,-96.61236,32.7919,0,null,null,2026-05-26 19:14:30.642483+00
110,CARTER,Dairy Mart #7,5529 James Ave,FT Worth,TX,76101,-97.34436,32.66636,0,null,null,2026-05-26 19:14:30.642483+00
2212,KAG_PENSKE,Penske 7180-10,4435 Irving Blvd,Dallas,TX,nan,-96.89263,32.80936,0,null,null,2026-05-26 19:14:32.573469+00
3028,Majors_Management,Carass Mart,1402 N State Hwy 161,Grand Prairie,TX,nan,-97.02812,32.75738,0,null,null,2026-05-26 19:14:34.295015+00
3258,TEX-CON OIL COMPANY,Rudys Arlington,451 E Ih 20,Arlington,TX,76018,-97.09521,32.67672,0,null,null,2026-05-26 19:14:34.596679+00
3259,Benchmark,Sams #6244,8351 Anderson Blvd,Fort Worth,TX,nan,-97.17162,32.76418,0,null,null,2026-05-26 19:14:34.596679+00
111,CARTER,ANF SHELL,5032 PRESTON ROAD,FRISCO,TX,75034,-96.80511,33.12033,0,null,null,2026-05-26 19:14:30.642483+00
112,CARTER,TAKE A BREAK - MNR VENTURES,2000 Illinois,Rhome,TX,76078,-97.41082,33.09812,0,null,null,2026-05-26 19:14:30.642483+00
113,CARTER,ROADSIDE STATION #27,100 Highway 199,SPRINGTOWN,TX,76082,-97.68269,32.9627,0,null,null,2026-05-26 19:14:30.642483+00
114,CARTER,Whip I # 111,101 Holford Prairie Rd,Lewisville,TX,75056,-96.93624,33.04822,0,null,null,2026-05-26 19:14:30.642483+00
115,CIRCLE_K,Circle K #2741770,801 S Westgate Way,Wylie,TX,nan,-96.55508,33.00719,0,null,null,2026-05-26 19:14:30.642483+00
116,CIRCLE_K,Circle K #2740223,4625 Hwy 377 S,Fort Worth,TX,nan,-97.44879,32.7062,0,null,null,2026-05-26 19:14:30.642483+00
117,CIRCLE_K,Circle K #2741769,229 E. Spring St,Weatherford,TX,76086,-97.79248,32.7595,0,null,null,2026-05-26 19:14:30.642483+00
118,CIRCLE_K,Circle K #2741765,1201 N. Saginaw Blvd,Saginaw,TX,76179,-97.38209,32.87961,0,null,null,2026-05-26 19:14:30.642483+00
119,CIRCLE_K,Circle K #2740732,1701 W. Henderson St,Cleburne,TX,76033,-97.42291,32.33472,0,null,null,2026-05-26 19:14:30.642483+00
120,CIRCLE_K,Circle K #2741209,100 S Broadway St,Joshua,TX,76058,-97.38498,32.46116,0,null,null,2026-05-26 19:14:30.642483+00
121,CIRCLE_K,Circle K #2742239,6700 Crowley RD,Fort Worth,TX,76134,-97.34879,32.64852,0,null,null,2026-05-26 19:14:30.642483+00
122,CIRCLE_K,Circle K #2740079,3100 Meadowbrook Blvd,Arlington,TX,nan,-97.15689,32.75732,0,null,null,2026-05-26 19:14:30.642483+00
123,CIRCLE_K,Circle K #2741198,4991 W University Dr,McKinney,TX,75071,-96.6787,33.21754,0,null,null,2026-05-26 19:14:30.642483+00
124,CIRCLE_K,Circle K #2744532,1703 Highway 34 S,Terrell,TX,75160,-96.27433,32.69951,0,null,null,2026-05-26 19:14:30.642483+00
125,CIRCLE_K,Circle K #2706342,1700 Highway 34 South,Terrell,TX,75160,-96.27565,32.69971,0,null,null,2026-05-26 19:14:30.642483+00
126,CIRCLE_K,Circle K #2741567,6529 Dallas Parkway,Frisco,TX,75034,-96.82621,33.13166,0,null,null,2026-05-26 19:14:30.642483+00
134,CIRCLE_K,Circle K #2740727,1013 S Blue Mound Rd,Blue Mound,TX,76131,-97.34258,32.84823,0,null,null,2026-05-26 19:14:30.642483+00
135,CIRCLE_K,Circle K #2744528,500 S Saginaw Blvd,Saginaw,TX,76179,-97.36156,32.85506,0,null,null,2026-05-26 19:14:30.642483+00
136,CIRCLE_K,Circle K #2741211,11801 FM 423,Little Elm,TX,75068,-96.88665,33.193,0,null,null,2026-05-26 19:14:30.642483+00
310,GPM EMPIRE,PS Food Store Inc. 1,300 N. 9TH. STREET,Midlothian,TX,76065,-96.99316,32.48462,0,null,null,2026-05-26 19:14:30.642483+00
311,GPM EMPIRE,1ST. CHOICE,2449 S. BELTLINE,DALLAS,TX,75253,-96.61248,32.66812,0,null,null,2026-05-26 19:14:30.642483+00
312,GPM EMPIRE INVENTORY,CS MINI MART,107 E. BROAD ST.,MANSFIELD,TX,76063,-97.14116,32.56369,0,null,null,2026-05-26 19:14:30.642483+00
741,KAG_SEI,M  J One Stop - SEI FUELS,14580 FM 730 N,Briar,TX,nan,-97.54309,32.993,0,null,null,2026-05-26 19:14:31.311363+00
743,KAG_SEI,Paul's Exxon - SEI FUELS,2052 Ft Worth AVe,Dallas,TX,nan,-96.85615,32.76207,0,null,null,2026-05-26 19:14:31.311363+00
861,KAG_SEI,7-11 37026,1634 Market Center Blvd,Dallas,TX,75201,-96.82178,32.79329,0,null,null,2026-05-26 19:14:31.311363+00
862,KAG_SEI,7-11 34099,4401 Green Oaks Blvd,Arlington,TX,76016,-97.19284,32.67641,0,null,null,2026-05-26 19:14:31.311363+00
863,KAG_SEI,7-11 34098,6550 Forest Hill Dr,Fort Worth,TX,76140,-97.27018,32.66078,0,null,null,2026-05-26 19:14:31.311363+00
1109,RACETRAC,Racetrac 2346,640 W. FM 3040,Lewisville,TX,75067,-97.00566,33.00431,0,null,null,2026-05-26 19:14:31.899791+00
1110,RACETRAC,Racetrac 2450,5000 David Blvd,North Richland Hills,TX,76180,-97.21386,32.83796,0,null,null,2026-05-26 19:14:31.899791+00
44,BRAD_HALL,Kent Distributors - WT,240 E Jim Sharp Blvd,Kermit,TX,79745,-103.08719,31.84776,0,null,null,2026-05-26 19:14:30.642483+00
127,CIRCLE_K,Circle K #2741572,26595 E University Dr,Aubrey,TX,76227,-96.96565,33.22266,0,null,null,2026-05-26 19:14:30.642483+00
128,CIRCLE_K,Circle K #2706341,2201 S Washington St,Kaufman,TX,75142,-96.30951,32.57395,0,null,null,2026-05-26 19:14:30.642483+00
129,CIRCLE_K,Circle K #2744420,1625 N Commerce St,Ardmore,OK,73401,-97.1437,34.19242,0,null,null,2026-05-26 19:14:30.642483+00
130,CIRCLE_K,Circle K #2744430,1400 Memorial Dr,Murietta,OK,73448,-97.13257,33.93994,0,null,null,2026-05-26 19:14:30.642483+00
131,CIRCLE_K,Circle K #2706343,8000 SW Loop 820,Benbrook,TX,76126,-97.45297,32.68574,0,null,null,2026-05-26 19:14:30.642483+00
132,CIRCLE_K,Circle K #2741583,1710 S Independence Pkwy,McKinney,TX,75070,-96.75114,33.18844,0,null,null,2026-05-26 19:14:30.642483+00
133,CIRCLE_K,Circle K #2706618,1310 S. Buckner,Dallas,TX,75217,-96.68249,32.73459,0,null,null,2026-05-26 19:14:30.642483+00
