site_id,customer_group_name,site_name,site_address,city,state,zip,longitude,latitude,pump_certified,branded,brand,updated_at
315,GPM EMPIRE INVENTORY,MEYERS CHEVRON,8315 W HWY 377,TOLAR,TX,76476,-97.91489,32.38983,0,null,null,2026-05-26 19:14:30.642483+00
791,KAG_SEI,MELISSA BEVERAGE,2210 N HIGHWAY 121,MELISSA,TX,75454,-96.57072,33.27718,0,null,null,2026-05-26 19:14:31.311363+00
792,KAG_SEI,7-11 22008,14040 Montfort DR,Dallas,TX,75201,-96.81348,32.93915,0,null,null,2026-05-26 19:14:31.311363+00
793,KAG_SEI,Benbrook Corner Store,4958 Benbrook Blvd,Benbrook,TX,76126,-97.45236,32.70106,0,null,null,2026-05-26 19:14:31.311363+00
794,KAG_SEI,MELISSA BEVERAGE,2315 Sam Rayburn HWY,MELISSA,TX,75454,-96.56999,33.27896,0,null,null,2026-05-26 19:14:31.311363+00
795,KAG_SEI,7-11 81377 City Star 1,1036 N Country Club Rd,Garland,TX,nan,-96.61319,32.92164,0,null,null,2026-05-26 19:14:31.311363+00
796,KAG_SEI,SE 81370 Tiger Corner,1110 NE Big Bend Tr,Glen Rose,TX,76043,-97.74427,32.24396,0,null,null,2026-05-26 19:14:31.311363+00
798,KAG_SEI,Farmersville Valero,304 US-380,Farmersville,TX,75442,-96.36412,33.15672,0,null,null,2026-05-26 19:14:31.311363+00
799,KAG_SEI,Quick Al's #2 - SEI FUELS,200 North Hwy 287,Decatur,TX,76234,-97.59629,33.23544,0,null,null,2026-05-26 19:14:31.311363+00
1020,Murphy,Murphy USA #8729,849 W Rendon Crowley Rd,Crowley,TX,76208,-97.33405,32.57587,0,null,null,2026-05-26 19:14:31.311363+00
316,GPM EMPIRE,HASKELL FOOD STORE,3333 S HASKELL AVE,DALLAS,TX,75223,-96.73803,32.78272,0,null,null,2026-05-26 19:14:30.642483+00
441,GPM EMPIRE,M  P MART- DO NOT USE,1900 NORWOOD,HURST,TX,76054,-97.16967,32.85056,0,null,null,2026-05-26 19:14:30.642483+00
2027,World Fuel Services,Bains Brothers Petroleum #5,2809 Nw Green Oaks,Arlington,TX,nan,-97.15058,32.75764,0,null,null,2026-05-26 19:14:32.573469+00
2029,World Fuel Services,Hampton Food Stop,2410 S Hampton Rd,Dallas,TX,nan,-96.85666,32.72186,0,null,null,2026-05-26 19:14:32.573469+00
2030,World Fuel Services,Kwik Mart,9540 Lake June Rd,Dallas,TX,nan,-96.6573,32.73377,0,null,null,2026-05-26 19:14:32.573469+00
2082,BRAD_HALL,Quickway #9 Truck Island,6635 Randol Mill Road,Fort Worth,TX,nan,-97.21487,32.77895,0,null,null,2026-05-26 19:14:32.573469+00
235,GPM EMPIRE,Fast Mart,224 Hwy 156 S,Justin,TX,76247,-97.29622,33.08333,0,null,null,2026-05-26 19:14:30.642483+00
236,GPM EMPIRE,Fox Fuels # 6,180 Murdock Rd,dallas,TX,75217,-96.68213,32.71151,0,null,null,2026-05-26 19:14:30.642483+00
237,GPM EMPIRE,A-Z Food,2400 W 4th Street,Irving,TX,76033,-96.977,32.81027,0,null,null,2026-05-26 19:14:30.642483+00
1675,McCraw Oil Company,Quick Check #4,411 W. Hanning,Howe,TX,nan,-96.61697,33.50699,0,null,null,2026-05-26 19:14:31.899791+00
1678,Victron Group,Bar-B Truck Stop,108 W I20,Gordon,TX,nan,-98.36896,32.5156,0,null,null,2026-05-26 19:14:31.899791+00
1679,Victron Group,Gateway #24,3915 Linfield Rd,Dallas,TX,nan,-96.7584,32.71475,0,null,null,2026-05-26 19:14:31.899791+00
238,GPM EMPIRE,DFW FuelC,2201 W. Northwest Hwy,Dallas,TX,75220,-96.89904,32.86458,0,null,null,2026-05-26 19:14:30.642483+00
811,KAG_SEI,7-11  81572 - SEI FUELS,12331 Lake June Rd,Balch Springs,TX,75180,-96.61461,32.73439,0,null,null,2026-05-26 19:14:31.311363+00
812,KAG_SEI,7-11 41775 AZ Mart,300 S Marsalis Ave,Dallas,TX,75227,-96.81524,32.74477,0,null,null,2026-05-26 19:14:31.311363+00
813,KAG_SEI,Midway Truck - SEI FUELS,17605 Hwy 380 W,Ponder,TX,76259,-97.34836,33.24007,0,null,null,2026-05-26 19:14:31.311363+00
814,KAG_SEI,7-11 81563,824 E. Berry St,Fort Worth,TX,nan,-97.31882,32.70554,0,null,null,2026-05-26 19:14:31.311363+00
1680,Victron Group,Alvarado Food Mart,1100 W. Hwy67,Alvarado,TX,nan,-97.22439,32.41664,0,null,null,2026-05-26 19:14:31.899791+00
239,GPM EMPIRE,The Market,6808 Bowman Springs Road,Arlington,TX,76016,-97.21607,32.68311,0,null,null,2026-05-26 19:14:30.642483+00
240,GPM EMPIRE,Lake Stop,3892 Hwy 84W,Mexia,TX,nan,-96.58733,31.67224,0,null,null,2026-05-26 19:14:30.642483+00
241,GPM EMPIRE,Burleson Valero,440 Southwest Wilshire  Blvd,Burleson,TX,76028,-97.33341,32.53878,0,null,null,2026-05-26 19:14:30.642483+00
242,GPM EMPIRE,Speedy 1 Beckham,334 S Beckham,Tyler,TX,75702,-95.29398,32.347,0,null,null,2026-05-26 19:14:30.642483+00
243,GPM EMPIRE,Lucky Texan,3603 Marvin D Love Frwy,Dallas,TX,75224,-96.83938,32.69996,0,null,null,2026-05-26 19:14:30.642483+00
832,KAG_COSTCO,COSTCO 636,250 W. HIGHWAY 67,DUNCANVILLE,TX,75137,-96.90991,32.62102,0,null,null,2026-05-26 19:14:31.311363+00
888,KAG_SEI,7-11   27328,3011 Hwy 121,Euless,TX,76039,-97.10029,32.88095,0,null,null,2026-05-26 19:14:31.311363+00
889,KAG_SEI,7-11  37637,7275 Independence Parkway,Frisco,TX,75035,-96.75131,33.13715,0,null,null,2026-05-26 19:14:31.311363+00
2006,BRAD_HALL,Rice Exxon Truck Island,3901 South Mckinney,Rice,TX,nan,-96.47434,32.19913,0,null,null,2026-05-26 19:14:32.573469+00
2007,BRAD_HALL,Grand Central,102 N Grand Ave,Gainesville,TX,nan,-97.13312,33.62453,0,null,null,2026-05-26 19:14:32.573469+00
2008,Victron Group,Cowtown Market,1701 S Freeway,Ft. Worth,TX,nan,-97.31989,32.72569,0,null,null,2026-05-26 19:14:32.573469+00
2009,GPM EMPIRE,Club Castle,1101 N. Country Club Rd,Garland,TX,nan,-96.61421,32.92253,0,null,null,2026-05-26 19:14:32.573469+00
2026,World Fuel Services,Cigarette Mart/ Whip In #120,1430 S Clark Rd,Duncanville,TX,nan,-96.94244,32.63296,0,null,null,2026-05-26 19:14:32.573469+00
890,KAG_SEI,7-11 34236,1101 West Airport Freeway,Irving,TX,75062,-96.95988,32.83775,0,null,null,2026-05-26 19:14:31.311363+00
891,KAG_SEI,7-11 34100,100 East I-20,Arlington,TX,76018,-97.11436,32.67751,0,null,null,2026-05-26 19:14:31.311363+00
892,KAG_SEI,7-11 34117,12103 Webb Chapel,Farmers Branch,TX,75234,-96.87355,32.91387,0,null,null,2026-05-26 19:14:31.311363+00
894,KAG_SEI,7-11   26151,1410 E Illinois Ave,Dallas,TX,75216,-96.80425,32.71981,0,null,null,2026-05-26 19:14:31.311363+00
244,GPM EMPIRE,PAC LEASE GRAND PRAIRIE,1411 WEST CARRIER PARKWAY,GRAND PRAIRIE,TX,75050,-97.04021,32.78597,0,null,null,2026-05-26 19:14:30.642483+00
245,GPM EMPIRE,PAC LEASE DALLAS,10620 N STEMMONS,DALLAS,TX,75220,-96.89638,32.87164,0,null,null,2026-05-26 19:14:30.642483+00
2083,BRAD_HALL,Dazu Food Mart,4133 E Washington St,Stephenville,TX,nan,-98.16852,32.2393,0,null,null,2026-05-26 19:14:32.573469+00
2084,Proton,Cools Lane Shell,1401 Cooks Lane,Ft Worth,TX,nan,-97.18277,32.75885,0,null,null,2026-05-26 19:14:32.573469+00
246,GPM EMPIRE,QUICK AL'S TRUCK STOP,1105 N HIGHWAY 287,DECATUR,TX,76234,-97.60475,33.24306,0,null,null,2026-05-26 19:14:30.642483+00
247,GPM EMPIRE,Sunsilk Enterprises-Silkot,2524 Shiloh Rd,Tyler,TX,75703,-95.26691,32.29556,0,null,null,2026-05-26 19:14:30.642483+00
319,GPM EMPIRE,Lemon  Cole,3522 Cole Ave,Dallas,TX,76033,-96.79905,32.80769,0,null,null,2026-05-26 19:14:30.642483+00
895,KAG_SEI,7-11   30418,996 W Parker Rd,Plano,TX,75023,-96.71577,33.04063,0,null,null,2026-05-26 19:14:31.311363+00
904,KAG_SEI,7-11 29234,2101 W 15th Street,Plano,TX,75023,-96.7343,33.01996,0,null,null,2026-05-26 19:14:31.311363+00
926,KAG_SEI,7-11 33954,9100 Camp Bowie,Ft Worth,TX,76101,-97.47639,32.72511,0,null,null,2026-05-26 19:14:31.311363+00
142,CIRCLE_K,Circle K #2740798,210 E FM  1382,Cedar Hill,TX,75104,-96.94211,32.59775,0,null,null,2026-05-26 19:14:30.642483+00
815,KAG_SEI,Shal-Port Mesquite,3828 Hwy 80,Mesquite,TX,nan,-96.65659,32.79262,0,null,null,2026-05-26 19:14:31.311363+00
1078,PETROLEUM_TRADERS,City of Mckinney Public Safety,2200 Taylor Burke Dr.,Mckinney,TX,75069,-96.64074,33.22379,0,null,null,2026-05-26 19:14:31.899791+00
248,GPM EMPIRE,Thidasoth,18776 Hwy 69 south,Tyler,TX,75703,-95.31826,32.20661,0,null,null,2026-05-26 19:14:30.642483+00
249,GPM EMPIRE,Speedy Shop Stop Al-Awal LLC,900 W Front St,Tyler,TX,75702,-95.31051,32.34636,0,null,null,2026-05-26 19:14:30.642483+00
250,GPM EMPIRE,Millen Oil dba Zachary Constru,203 E Housley St,Strawn,TX,nan,-98.49648,32.55246,0,null,null,2026-05-26 19:14:30.642483+00
251,GPM EMPIRE,Millen Oil,212 N Main,Mckinney,TX,nan,-96.615,33.19916,0,null,null,2026-05-26 19:14:30.642483+00
252,GPM EMPIRE,235 Travel Stop,12825 S Interstate Hwy 20,Roscoe,TX,79545,-100.5358,32.43433,0,null,null,2026-05-26 19:14:30.642483+00
253,GPM EMPIRE,Speedy Shop,1811 S Broadway,Tyler,TX,75701,-95.30093,32.3296,0,null,null,2026-05-26 19:14:30.642483+00
254,GPM EMPIRE,Truck and Travel,1108 W Interstate 20,Weatherford,TX,76086,-97.81696,32.72858,0,null,null,2026-05-26 19:14:30.642483+00
256,GPM EMPIRE,Joeys Corner Store- No Retains,1050 N Coit Rd,Richardson,TX,nan,-96.76848,32.96199,0,null,null,2026-05-26 19:14:30.642483+00
257,GPM EMPIRE,Clark Fuel Center,626 N Clark RD,Duncanville,TX,75116,-96.94273,32.66091,0,null,null,2026-05-26 19:14:30.642483+00
864,KAG_SEI,7-11 34103,2607 N Stemmons Frwy,Dallas,TX,75201,-96.84107,32.80622,0,null,null,2026-05-26 19:14:31.311363+00
908,KAG_SEI,7-11 39059,3976 Rosemeade Parkway,Dallas,TX,75201,-96.84447,33.01004,0,null,null,2026-05-26 19:14:31.311363+00
935,KAG_SEI,7-11 35983,755 Custer,Allen,TX,75075,-96.73409,33.00874,0,null,null,2026-05-26 19:14:31.311363+00
936,KAG_SEI,7-11 35417,201 Central Expressway S,Allen,TX,75002,-96.67691,33.10246,0,null,null,2026-05-26 19:14:31.311363+00
939,KAG_SEI,7-11 35402,2821 S Walton Walker,Dallas,TX,75201,-96.90922,32.71308,0,null,null,2026-05-26 19:14:31.311363+00
940,KAG_SEI,7-11 36774,3601 N. Jupiter Rd,Richardson,TX,75080,-96.68295,33.0015,0,null,null,2026-05-26 19:14:31.311363+00
941,KAG_SEI,7-11 32922,1600  W Southlake BLVD,Southlake,TX,76092,-97.17674,32.94187,0,null,null,2026-05-26 19:14:31.311363+00
944,KAG_SEI,7-11 12179,2802 N Fitzhugh,Dallas,TX,75201,-96.78661,32.81547,0,null,null,2026-05-26 19:14:31.311363+00
945,KAG_SEI,7-11 81257 INSTAFUEL,104 E Pioneer Dr,Irving,TX,75061,-96.94525,32.81793,0,null,null,2026-05-26 19:14:31.311363+00
946,KAG_SEI,7-11 81397 Speedy Shop,14300 Josey Lane,Farmers Branch,TX,75234,-96.89015,32.94162,0,null,null,2026-05-26 19:14:31.311363+00
258,GPM EMPIRE,RL Carriers,null,Temple,TX,nan,-97.34303,31.09747,0,null,null,2026-05-26 19:14:30.642483+00
259,GPM EMPIRE,I-30 Fast Mart,100 E Interstate 30 service rd,Cumby,TX,75433,-95.84056,33.12978,0,null,null,2026-05-26 19:14:30.642483+00
261,GPM EMPIRE,Seven Points,100 N Seven Points blvd,Seven Points,TX,75143,-96.21413,32.32092,0,null,null,2026-05-26 19:14:30.642483+00
262,GPM EMPIRE,FOUR STAR FOOD MART 4 (3551),500 N LAS VEGAS TRAIL,FT. WORTH,TX,76108,-97.46867,32.76647,0,null,null,2026-05-26 19:14:30.642483+00
263,GPM EMPIRE,RENDON Valero,12201 RENDON RD.,BURLESON,TX,76028,-97.24088,32.57936,0,null,null,2026-05-26 19:14:30.642483+00
264,GPM EMPIRE,Gina'S Proctor,2296 HWY 67,Proctor,TX,76468,-98.42998,31.98662,0,null,null,2026-05-26 19:14:30.642483+00
265,GPM EMPIRE,FAMILY MART(Kwik Pick),4120  LAMAR ROAD,PARIS,TX,75462,-95.50285,33.66154,0,null,null,2026-05-26 19:14:30.642483+00
947,KAG_SEI,7-11 39444,501 East I-30,Garland,TX,75040,-96.56926,32.85162,0,null,null,2026-05-26 19:14:31.311363+00
948,KAG_SEI,7-11 32804,8509 Lakeview Pkwy,Rowlett,TX,75030,-96.51835,32.91769,0,null,null,2026-05-26 19:14:31.311363+00
968,Lucky_Oil__Gas,Lucky Truck Stop & Cafe,31242 Hwy 82,Whitesboro,TX,nan,-96.88496,33.67359,0,null,null,2026-05-26 19:14:31.311363+00
969,LUCKY_TEXAN,LUCKY TEXAN #2 (FOX FUELS),3603 MARVIN D LOVE FWY,DALLAS,TX,75224,-96.83938,32.69996,0,null,null,2026-05-26 19:14:31.311363+00
970,LUCKY_TEXAN,LUCKY TEXAN #3 (FOX FUELS),10110 HARRY HINES BLVD,DALLAS,TX,75220,-96.88027,32.86006,0,null,null,2026-05-26 19:14:31.311363+00
971,LUCKY_TEXAN,LUCKY TEXAN #4 (FOX FUELS),4290 S BELTLINE ROAD,BALCH SPRINGS,TX,75181,-96.5872,32.70554,0,null,null,2026-05-26 19:14:31.311363+00
972,LUCKY_TEXAN,LUCKY TEXAN #5 (FOX FUELS),3400 Lombardy Lane #108,DALLAS,TX,75220,-96.86573,32.86608,0,null,null,2026-05-26 19:14:31.311363+00
412,GPM EMPIRE INVENTORY,SUB ENTERPRISES,11404 N. STEMMONS FRWY,DALLAS,TX,75229,-96.89913,32.8961,0,null,null,2026-05-26 19:14:30.642483+00
461,GPM EMPIRE,TIN DIK (West Davis),619 WEST DAVIS,Dallas,TX,75208,-96.83233,32.74969,0,null,null,2026-05-26 19:14:30.642483+00
859,KAG_SEI,7-11 33321,5712 Skillman St,Dallas,TX,nan,-96.75559,32.85697,0,null,null,2026-05-26 19:14:31.311363+00
865,KAG_SEI,7-11 34092,7490 Oakmont Blvd,Fort Worth,TX,76132,-97.42185,32.66227,0,null,null,2026-05-26 19:14:31.311363+00
866,KAG_SEI,7-11   35412,2242 S. Zang Blvd,Dallas,TX,75201,-96.82956,32.72086,0,null,null,2026-05-26 19:14:31.311363+00
867,KAG_SEI,7-11   35414,15707 Hillcrest Road,Dallas,TX,nan,-96.78699,32.96265,0,null,null,2026-05-26 19:14:31.311363+00
868,KAG_SEI,7-11   33121,4200 Abrams Road,Dallas,TX,75214,-96.75252,32.83689,0,null,null,2026-05-26 19:14:31.311363+00
869,KAG_SEI,7-11   34085,10820 Eldorado Pkwy,Dallas,TX,75035,-96.78635,33.17516,0,null,null,2026-05-26 19:14:31.311363+00
870,KAG_SEI,7-11   34041,8130 Dallas Parkway,Frisco,TX,75034,-96.83819,33.14633,0,null,null,2026-05-26 19:14:31.311363+00
871,KAG_SEI,7-11   36375,3700 Interstate 30,Mesquite,TX,75150,-96.65522,32.80923,0,null,null,2026-05-26 19:14:31.311363+00
1682,McCraw Oil Company,Mckinney Exxon,202 N. Central Expwy,Mckinney,TX,nan,-96.63789,33.19871,0,null,null,2026-05-26 19:14:31.899791+00
1683,Victron Group,Speedmax #5,5931 S. Rl Thorton,Dallas,TX,nan,-96.82332,32.67513,0,null,null,2026-05-26 19:14:31.899791+00
1706,Millen Oil Company,Millen Oil Company,212 Main Street,Mckinney,TX,nan,-96.60938,33.19965,0,null,null,2026-05-26 19:14:31.899791+00
1716,Kroger,Kroger 957,1310 Clarksville St,Paris,TX,nan,-95.54215,33.65762,0,null,null,2026-05-26 19:14:31.899791+00
1717,Kroger,Kroger 546,4851 Legacy Drive,Frisco,TX,nan,-96.84227,33.11706,0,null,null,2026-05-26 19:14:31.899791+00
1718,Kroger,Kroger 572,3400 Fm 407 E,Bartonville,TX,nan,-97.13019,33.07472,0,null,null,2026-05-26 19:14:31.899791+00
1719,Victron Group,Gateway 49,305 N I-35,Valley View,TX,nan,-97.15564,33.64626,0,null,null,2026-05-26 19:14:31.899791+00
1722,GPM EMPIRE,Ervin Trading,2630 Walnut Lane,Dallas,TX,nan,-96.8892,32.88088,0,null,null,2026-05-26 19:14:31.899791+00
2,CARTER,Kauser Energy,19059 Marsh Lane,Dallas,TX,75201,-96.85778,33.01149,0,null,null,2026-05-26 19:14:30.642483+00
3,CARTER,KIEST SHELL,4411 W. Kiest Blvd,Dallas,TX,75201,-96.89191,32.70605,0,null,null,2026-05-26 19:14:30.642483+00
4,CARTER,Power Up,6800 North Davis Blvd,Richland HIlls,TX,76118,-97.20755,32.87092,0,null,null,2026-05-26 19:14:30.642483+00
5,CARTER,Chill  Fill,2330 W Airport Freeway,Irving,TX,75014,-96.97606,32.83637,0,null,null,2026-05-26 19:14:30.642483+00
6,CARTER,New Lakeside Food,13451 FM 56,Morgan,TX,76671,-97.49887,32.01859,0,null,null,2026-05-26 19:14:30.642483+00
7,CARTER,Kaden Corner Store,2501 N Main,Euless,TX,76039,-97.08348,32.8725,0,null,null,2026-05-26 19:14:30.642483+00
8,CARTER,Deesway Grocery,112 N Collett Ave,Dallas,TX,75201,-96.762,32.79685,0,null,null,2026-05-26 19:14:30.642483+00
9,CARTER,Whip In #107,1140 I-30,Mesquite,TX,75149,-96.61285,32.83182,0,null,null,2026-05-26 19:14:30.642483+00
10,CARTER,Kwik Fuel  Food,3021 Big Town Blvd,Mesquite,TX,75149,-96.66852,32.80662,0,null,null,2026-05-26 19:14:30.642483+00
11,CARTER,Whip In #118,1601 W. Park Row,Arlington,TX,76003,-97.13229,32.72164,0,null,null,2026-05-26 19:14:30.642483+00
12,CARTER,Sapkota,2713 Mustange Dr,Grapevine,TX,nan,-97.10811,32.91965,0,null,null,2026-05-26 19:14:30.642483+00
13,CARTER,Artic Beer,4695 Highway 121 suite 112,The Colony,TX,75056,-96.89031,33.06635,0,null,null,2026-05-26 19:14:30.642483+00
973,LUCKY_TEXAN,LUCKY TEXAN #6 (FOX FUELS),180 MURDOCK RD,DALLAS,TX,75217,-96.68213,32.71151,0,null,null,2026-05-26 19:14:31.311363+00
976,Majors_Management,Davis Market,6800 Davis BLVD,North Richland Hills,TX,76182,-97.20755,32.87092,0,null,null,2026-05-26 19:14:31.311363+00
980,Majors_Management,Red Oak Chevron,219 S. Highway 342,Red Oak,TX,75154,-96.80488,32.51065,0,null,null,2026-05-26 19:14:31.311363+00
981,Majors_Management,Texaco,1612 E Main St,Grand Prairie,TX,75050,-96.98381,32.748,0,null,null,2026-05-26 19:14:31.311363+00
982,Majors_Management,Roadster 17,13745 Interstate 35 North,Jarrell,TX,76537,-97.59885,30.83826,0,null,null,2026-05-26 19:14:31.311363+00
984,Majors_Management,Hurst Beverages,781 W. Bedford Euless Dr,Hurst,TX,nan,-97.1859,32.83342,0,null,null,2026-05-26 19:14:31.311363+00
998,Murphy,Murphy USA #8788,2228 Jacksboro Highway,Ft Worth,TX,76114,-97.38041,32.7846,0,null,null,2026-05-26 19:14:31.311363+00
14,CARTER,Yellow Rose Truck Stop,23456 Old San Antonio Rd,Normangee,TX,77871,-96.10668,31.03212,0,null,null,2026-05-26 19:14:30.642483+00
15,CARTER,Koala Bears Corp - Koala Bear,936 N. Collins St,Arlington,TX,76003,-97.09778,32.74955,0,null,null,2026-05-26 19:14:30.642483+00
16,CARTER,Gopher Mart,906 E Shady Grove,Irving,TX,75014,-96.93497,32.80059,0,null,null,2026-05-26 19:14:30.642483+00
410,GPM EMPIRE,ABC FOOD STORE,9763 WEBB CHAPEL,DALLAS,TX,75220,-96.86504,32.86896,0,null,null,2026-05-26 19:14:30.642483+00
999,Murphy,Murphy USA #8831,1200 Eastchase Parkway,Fort Worth,TX,76120,-97.16794,32.76202,0,null,null,2026-05-26 19:14:31.311363+00
483,GPM EMPIRE,CD Kwik Stop,4125 Mansfield Hwy,Forest Hill,TX,76119,-97.26256,32.67555,0,null,null,2026-05-26 19:14:30.642483+00
484,GPM EMPIRE,C  D QUICK STOP #2,2401 WEST SEMINARY DR,FORT WORTH,TX,76115,-97.35331,32.68442,0,null,null,2026-05-26 19:14:30.642483+00
3347,Benchmark,Walmart #3654,808 W Walnut,Rogers,AR,72756,-94.12676,36.3325,0,null,null,2026-05-26 19:14:34.596679+00
217,GPM EMPIRE,Carrolton Shell/Hebron Mart,1009 W Hebron Pkwy,Carrolton,TX,75010,-96.91674,33.02019,0,null,null,2026-05-26 19:14:30.642483+00
301,GPM EMPIRE,EDGAR'S,5375 US-377,AUBREY,TX,76227,-96.98636,33.2847,0,null,null,2026-05-26 19:14:30.642483+00
331,GPM EMPIRE,BEE-ZEE,2749 LAS VEGAS TRAIL,FT. WORTH,TX,76116,-97.46649,32.73606,0,null,null,2026-05-26 19:14:30.642483+00
332,GPM EMPIRE,Hulen - H  Rozy Inc,7301 S. HULEN,Fort Worth,TX,76133,-97.39533,32.64048,0,null,null,2026-05-26 19:14:30.642483+00
1723,KAG_SEI,7-11 81458,2204 East Southeast Loop 323,Tyler,TX,nan,-95.27352,32.3117,0,null,null,2026-05-26 19:14:31.899791+00
3348,QUEST,Amt 2,1502 Mineral Wells Hwy,Weatherford,TX,76086,-97.82281,32.76025,0,null,null,2026-05-26 19:14:34.596679+00
3349,GEMINI,Loves #94,504 S Park Dr,Broken Bow,OK,74728,-94.73973,34.02254,0,null,null,2026-05-26 19:14:34.596679+00
333,GPM EMPIRE INVENTORY,QW 7542,1331 S PLANO ROAD,RICHARDSON,TX,75081,-96.69966,32.93175,0,null,null,2026-05-26 19:14:30.642483+00
334,GPM EMPIRE,*DON OT USE* B-Desh,1951 E Grauwyler,Irving,TX,75061,-96.91805,32.83086,0,null,null,2026-05-26 19:14:30.642483+00
335,GPM EMPIRE,STARS IMPEX(EZ WAY  227),214 ELM STREET,HILLSBORO,TX,76645,-97.12696,32.01023,0,null,null,2026-05-26 19:14:30.642483+00
336,GPM EMPIRE,Hillstop 1 (703),300 WEST ELM STREET,HILLSBORO,TX,76645,-97.13585,32.01096,0,null,null,2026-05-26 19:14:30.642483+00
337,GPM EMPIRE,HEIDENHEIMER UNBRANDED,5715 E. HIGHWAY 190,Heidenheimer,TX,76533,-97.30283,31.01814,0,null,null,2026-05-26 19:14:30.642483+00
338,GPM EMPIRE INVENTORY,QW  7511,7301 AIRPORT FREEWAY,North Richland Hills,TX,76118,-97.22064,32.80229,0,null,null,2026-05-26 19:14:30.642483+00
340,GPM EMPIRE,Grab N Go Waco,1600 S. 17th Street,Waco,TX,76706,-97.12877,31.5359,0,null,null,2026-05-26 19:14:30.642483+00
342,GPM EMPIRE,JAI - PIONEER MINI MART,1100 PIONEER ROAD,Mesquite,TX,75149,-96.58327,32.75329,0,null,null,2026-05-26 19:14:30.642483+00
344,GPM EMPIRE,EAGLE TRAVEL CENTER  2 (PC4019),10969 N STEMMONS,DALLAS,TX,75220,-96.9,32.87372,0,null,null,2026-05-26 19:14:30.642483+00
345,GPM EMPIRE,MARINOS AUTOMOTIVE,2150 E BELTLINE,RICHARDSON,TX,75081,-96.68336,32.94497,0,null,null,2026-05-26 19:14:30.642483+00
346,GPM EMPIRE,Wolfe City,900 WOLFE CITY,Greenville,TX,75401,-96.0985,33.15461,0,null,null,2026-05-26 19:14:30.642483+00
347,GPM EMPIRE,FLYING L,1611 STATE HWY 50,COMMERCE,TX,75428,-95.91238,33.24687,0,null,null,2026-05-26 19:14:30.642483+00
349,GPM EMPIRE,BANIYA CHIPALA  1,161 E SOUTH LOOP,STEPHENVILLE,TX,75229,-98.19581,32.21263,0,null,null,2026-05-26 19:14:30.642483+00
351,GPM EMPIRE,Doc'S - New,1718 HALTOM RD,Haltom City,TX,76117,-97.27278,32.78354,0,null,null,2026-05-26 19:14:30.642483+00
352,GPM EMPIRE,Hemphill Convenience Store,4053 Hemphill Street,Fort Worth,TX,76110,-97.33087,32.68882,0,null,null,2026-05-26 19:14:30.642483+00
353,GPM EMPIRE,STOP IN FOOD STORE,1702 FOREST LANE,GARLAND,TX,75042,-96.65329,32.90861,0,null,null,2026-05-26 19:14:30.642483+00
354,GPM EMPIRE,BANIYA   CHIPALA  2 (Shell),2610 W WASHINGTON,STEPHENVILLE,TX,75233,-98.23188,32.20648,0,null,null,2026-05-26 19:14:30.642483+00
355,GPM EMPIRE,Store T-24 #4,240 E BELTLINE RD,Desoto,TX,75115,-96.8527,32.58945,0,null,null,2026-05-26 19:14:30.642483+00
356,GPM EMPIRE INVENTORY,HASSAN P HASSAN QW 733 CONSIG,6449 GREENVILLE AVE.,DALLAS,TX,75206,-96.76771,32.8632,0,null,null,2026-05-26 19:14:30.642483+00
357,GPM EMPIRE INVENTORY,RSL INVESTMENTS QW 7508,4951 W ELDORADO,MCKINNEY,TX,75070,-96.68385,33.17347,0,null,null,2026-05-26 19:14:30.642483+00
358,GPM EMPIRE INVENTORY,SM Shell Food Mart 7557,2095 N Hwy 360,Grand Prairie,TX,nan,-97.06051,32.78501,0,null,null,2026-05-26 19:14:30.642483+00
485,GPM EMPIRE,Stevens Transport,9757 Military Parkway,Dallas,TX,75227,-96.65463,32.76983,0,null,null,2026-05-26 19:14:30.642483+00
278,GPM EMPIRE INVENTORY,TEXOMA INVEST 46 (Pottsboro Pa,76060 Hwy 289 at N FM406,POTTSBORO,TX,75076,-96.67815,33.80002,0,null,null,2026-05-26 19:14:30.642483+00
341,GPM EMPIRE INVENTORY,QW 7562,701 ROAD TO SIX FLAGS,ARLINGTON,TX,76012,-97.11492,32.75781,0,null,null,2026-05-26 19:14:30.642483+00
588,KAG_SEI,Coppll Mobil Mart - SEI FUELS,890 S Denton Tap,Coppell,TX,nan,-96.99309,32.94826,0,null,null,2026-05-26 19:14:31.311363+00
666,KAG_SEI,Track 9 - SEI FUELS,12516 E Northwest Hwy,Dallas,TX,nan,-96.66528,32.86378,0,null,null,2026-05-26 19:14:31.311363+00
1052,PETROLEUM_TRADERS,Dollar Thrifty Automotive Grou,3809 S 26th Ave,Dallas,TX,75229,-97.02836,32.85872,0,null,null,2026-05-26 19:14:31.899791+00
1053,PETROLEUM_TRADERS,Pilot Travel Center #433,8787 S Lancaster,Dallas,TX,75241,-96.77993,32.64231,0,null,null,2026-05-26 19:14:31.899791+00
1054,PETROLEUM_TRADERS,Hertz Rent A Car,7212 Cedar Springs Rd,Dallas,TX,75235,-96.84316,32.83785,0,null,null,2026-05-26 19:14:31.899791+00
667,KAG_SEI,Jason  SAI Corp - SEI FUELS,105 S Custer Rd,Allen,TX,nan,-96.73296,33.10042,0,null,null,2026-05-26 19:14:31.311363+00
